english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Sound wave preview,User-facing product copy in the Reactant sample.,Sound wave preview,translated,,,tx1_kdqktefltmlrj2pvp6y7vws3nq,row1_qzayaropbfilnesnbjehdjudk4,message,,rules/src/layout_gallery.rs:420:20; rules/src/layout_gallery.rs:425:29,rev1_30bd178abbefd84b0be97e81741266b5f5d1ca0a2a5dc8456c70e5459822ea8b
Changes apply immediately,User-facing product copy in the Reactant sample.,Changes apply immediately,translated,,,tx1_en45kgvx3dggg25d3mqelol23u,row1_s7epwzudlv5uzhttf2awsjydue,message,,rules/src/layout_gallery.rs:431:20; rules/src/layout_gallery.rs:435:35,rev1_980bb967b474097a4dae43fb2d65bb875a9aa7118da7192ca82a9252b941ec00
CAPTIONS ON,User-facing product copy in the Reactant sample.,CAPTIONS ON,translated,,,tx1_6isprb73c6y2ngt2zl7jztwof4,row1_25e2plfophbg5kjsszxlfqcxra,message,,rules/src/layout_gallery.rs:442:11,rev1_90b66780a3fefc7d653b1fe2e26210b51b4348c136bc9ad7baa47eaf72d19b3d
CAPTIONS OFF,User-facing product copy in the Reactant sample.,CAPTIONS OFF,translated,,,tx1_klarkn37e3m7lncmdv6lkxjq3m,row1_5rykxhp4e34ci2zltkfovi25rm,message,,rules/src/layout_gallery.rs:447:11,rev1_033345af7636e33bf1cad9343dd54503d5bdfc0bf8f5afe986a4da8ce2799ee9
SPATIAL AUDIO ON,User-facing product copy in the Reactant sample.,SPATIAL AUDIO ON,translated,,,tx1_3lggar7sqx2gm67vqg6743a37m,row1_mp6wrgcgibcngtgdad7kmtjs3i,message,,rules/src/layout_gallery.rs:457:11,rev1_c6e59bb776879a00abd76bf68969b7e7da998ab7cc016a7309b97fd905fb3b33
SPATIAL AUDIO OFF,User-facing product copy in the Reactant sample.,SPATIAL AUDIO OFF,translated,,,tx1_4audqdhh5kvs7ryg3zsbndgslm,row1_vpb3nyqcty2ff36bo2esdjuh54,message,,rules/src/layout_gallery.rs:462:11,rev1_890ac772a6b169db41995c910ca887d62385d9c955f5fbd792a13e805424c5b6
STANDARD QUALITY,User-facing product copy in the Reactant sample.,STANDARD QUALITY,translated,,,tx1_zze3qoye244tsdpcg3gtti5xgm,row1_iu24f5tlia32dcvqqskzg64xoa,message,,rules/src/layout_gallery.rs:476:25,rev1_b02c18b848f0842e1d95ac20a9c7fd23885c693e3b2a96b1ebfe2ff48354c7a7
STUDIO QUALITY,User-facing product copy in the Reactant sample.,STUDIO QUALITY,translated,,,tx1_6bccukzpnsh23f5h7mr6ayhjxe,row1_54kaujeb4kbbmlla4zxwshxtma,message,,rules/src/layout_gallery.rs:484:25,rev1_a92aa29ec1d84bee43ac459a5075c24455c5c7361a4e34c55a8c9fd0025af13e
Audio loaded,User-facing product copy in the Reactant sample.,Audio loaded,translated,,,tx1_oiyughiwtmjcfc7rtz4ziso4ni,row1_unntg5gdeeqfnwwf6mbmvwg4xm,message,,rules/src/layout_gallery.rs:504:13,rev1_ec96cf17ed5a9f74b1a4d86a31cffec791fe58e9ac980c1843b254eefd267ff6
ADVANCED AUDIO,User-facing product copy in the Reactant sample.,ADVANCED AUDIO,translated,,,tx1_2txz2cjypp4xo36jxoj3s2gem4,row1_wlkgfdbitexfbyzof7pi3qyvse,message,,rules/src/layout_gallery.rs:517:21,rev1_0c97ee4ae263e8afb3cc86ee59a7e117b5dae2b0e992b60ed4fe02a2f2232b6a
SAVE SETTINGS,User-facing product copy in the Reactant sample.,SAVE SETTINGS,translated,,,tx1_rcvww74non3yrvobailtbzo72a,row1_tgqyigjxzwygsy32t26xecz4du,message,,rules/src/layout_gallery.rs:533:21,rev1_18aab6bc3ad4422efb64c2cb923452dfdf0e56abd67399de64fc975f5adf7d6c
RESPONSIVE SETTINGS,User-facing product copy in the Reactant sample.,RESPONSIVE SETTINGS,translated,,,tx1_t3kl4kps5dse7dhqbhgratjiby,row1_csdoqweuahp6scvm5jdzp5uhz4,message,,rules/src/layout_gallery.rs:555:20,rev1_cb449e817653f6ebf6612514c0a122d87a552ba78923337449ce618f19f341bd
LARGE,User-facing product copy in the Reactant sample.,LARGE,translated,,,tx1_oendsd34r5cwhy6howoyhpn5yy,row1_az2xl3sm7vcru4wbtb3ig2xxea,message,,rules/src/layout_gallery.rs:591:15,rev1_187ff3c977ee5c518e49a33c50eff1534d342ff549ddd635cc8e441a8b696688
STANDARD,User-facing product copy in the Reactant sample.,STANDARD,translated,,,tx1_6xdhxkdx5hve3winuntyq7xsji,row1_iyecrmgfes6crptcjarirrrhqm,message,,rules/src/layout_gallery.rs:593:15,rev1_f7de32498a4bcf687fd401c9116430273e66765e809c0feb1f5e7d3ba4b094a1
STICKY INPUT TABLE,User-facing product copy in the Reactant sample.,STICKY INPUT TABLE,translated,,,tx1_kkqwk7zhfrb6itmnrfufbp77la,row1_hbldcmiodsncudgp6sdulzsbbu,message,,rules/src/layout_gallery.rs:612:20,rev1_cd124ff8ce54fb6ea6eed0f22d02ee559bb04bcde2e5a68227352645a45f1849
SETTING,User-facing product copy in the Reactant sample.,SETTING,translated,,,tx1_jljumbtygr4kt77pxonocdibxe,row1_ygofrb2eb4uwyad62muss3cp6m,message,,rules/src/layout_gallery.rs:625:24,rev1_56b3d6a7a6a76ad84adcdfdee038461aed367d1dc6df99c33865b66520015a0b
ENABLED,User-facing product copy in the Reactant sample.,ENABLED,translated,,,tx1_e2jkordapyj2le2dznrfzgstau,row1_ezszf7qbn2amicrkvvvzfw72vm,message,,rules/src/layout_gallery.rs:646:25,rev1_d48baf0303d6849d41e9eddd1baadd4d261149894a725b4d8764e93452db000a
AUTO,User-facing product copy in the Reactant sample.,AUTO,translated,,,tx1_azln567rdq7knfjuviagccfmrm,row1_7slvocgdtfh2ubhxop4pjlad4q,message,,rules/src/layout_gallery.rs:651:25,rev1_5a3ec4fb475992990e073a369d8cdfe7383a078cc335835996af66e44e79a00d
PORTALED MENU,User-facing product copy in the Reactant sample.,PORTALED MENU,translated,,,tx1_pskded6te2ghad7q6q3c2cupv4,row1_jydhyydovva5h3bof4w4ggmiwu,message,,rules/src/layout_gallery.rs:668:27,rev1_5bf761989c31a058b8ba413e30bff1074293c8df92f89faa33aaf60e52b333a3
APPLY AND CLOSE,User-facing product copy in the Reactant sample.,APPLY AND CLOSE,translated,,,tx1_zv6dsz27m36srz325ivnq7ehji,row1_ovnwsvuzxxfl6m6vl5tqjlzmnq,message,,rules/src/layout_gallery.rs:673:23,rev1_5b21384d079b977e27da357c1f1cafbf0cba4136a98bb9c646f7217002152700
CLIPPED DROPDOWN,User-facing product copy in the Reactant sample.,CLIPPED DROPDOWN,translated,,,tx1_oxer6gqnqsudpchskgmv7chq3u,row1_34rpl3vmwpnj55ailjshicjrru,message,,rules/src/layout_gallery.rs:688:20,rev1_da48d8cbc9832ca8da55e00dea872b49394e29fa1303aa42559cab4af51a391a
CLOSE MENU,User-facing product copy in the Reactant sample.,CLOSE MENU,translated,,,tx1_5kcfetlq4csforemgyhmxttq4m,row1_vwrv2hzcmsgozzndood7w33ewq,message,,rules/src/layout_gallery.rs:700:15,rev1_41b6ce37ccddb35bf61e7fbde35dc24569b8948e39aa57c7e4a976ec142e3291
OPEN MENU,User-facing product copy in the Reactant sample.,OPEN MENU,translated,,,tx1_l2ppq2pmt3y2wchalorpewh5qe,row1_2zmbkvn5mnr62l3fgn3ctpwvsy,message,,rules/src/layout_gallery.rs:705:15,rev1_d643789a2968bc2e8f644e1d6d6580bc08d91593b1a8c48102890cf21f2bc648
Layer order changed,User-facing product copy in the Reactant sample.,Layer order changed,translated,,,tx1_7dcc4kkqcali4afyxe6rijmtza,row1_otzzhktgmogdeiw2dgvv2zacp4,message,,rules/src/layout_gallery.rs:726:35,rev1_215d42c37b52511d6d86405eae8ba9175954de884b0d60a71b013390b178f347
ISOLATED STACK LAYERS,User-facing product copy in the Reactant sample.,ISOLATED STACK LAYERS,translated,,,tx1_weeyw3aqagkzz4kq32omemkyju,row1_qidgcoenk7kxi4bcucpq3uzcpe,message,,rules/src/layout_gallery.rs:734:20,rev1_366e5f902639d888bb49c9099ccdb104fb14c778f7a600c11f79d93c983a1e36
EQUAL ORDER · SOURCE FIRST,User-facing product copy in the Reactant sample.,EQUAL ORDER · SOURCE FIRST,translated,,,tx1_7ieywd4b7yqhkdihomt2xi2eea,row1_dyh7mks4szxmxowc4i27wlz4nq,message,,rules/src/layout_gallery.rs:751:24,rev1_3049ddca99e1771be19279233b026a44f036a572738828340f471fdd800fa752
CHANGE LAYER ORDER,User-facing product copy in the Reactant sample.,CHANGE LAYER ORDER,translated,,,tx1_6u7y2dhebcewtrjyab35jhvv3e,row1_rlrgrotcaisrltmbsrepipwkqa,message,,rules/src/layout_gallery.rs:765:25,rev1_9dd205fb09cc31be36d19c838cd955ab4509d63c092abc41d72a46079b6fc34f
LAYER ORDER CHANGED,User-facing product copy in the Reactant sample.,LAYER ORDER CHANGED,translated,,,tx1_dsfgiv2uojqpldg3ttlhf35x6m,row1_eiwemehe2kcjujbp53ibwhoyzi,message,,rules/src/layout_gallery.rs:789:24,rev1_59267db3d0002546e94ffa2e09851376ee10429d9d7308fb9fdae94b19421783
Viewport modal,User-facing product copy in the Reactant sample.,Viewport modal,translated,,,tx1_kh6btgeqrwioped34c7qxt6mqa,row1_j4c5czzj736x45rajzituigfmm,message,,rules/src/layout_gallery.rs:805:15; rules/src/layout_gallery.rs:831:28,rev1_ec375945a90377551afada965a59e124d5f33fb4a37fae888b1262d4dc90a58a
CLOSE MODAL,User-facing product copy in the Reactant sample.,CLOSE MODAL,translated,,,tx1_tdolmzxfhiifr7daazivx6g2i4,row1_oef72xxdb4ztsntq5m2s6cbadi,message,,rules/src/layout_gallery.rs:838:29,rev1_e552cd50ecdb44fa3005471538c6e8c5eeb8bb213ac97c00ede4280f64e15992
"LAYOUT PERFORMANCE · 1,000 MIXED CHILDREN",User-facing product copy in the Reactant sample.,"LAYOUT PERFORMANCE · 1,000 MIXED CHILDREN",translated,,,tx1_bvmspidyfly7i56ctg6jptjcdq,row1_ods7ibyn2jy53koolngmuh3fm4,message,,rules/src/layout_performance.rs:51:22,rev1_499a27016aaf66f246bfd51ab4fc5d757141357265fd29c0503ca89f7ee49251
ONE NATIVE LAYOUT PASS · INVERSE PROJECTION,User-facing product copy in the Reactant sample.,ONE NATIVE LAYOUT PASS · INVERSE PROJECTION,translated,,,tx1_v2pvota3orknm7qvgznqzhicei,row1_tfql3x6mgncuz3uynzorfq5fs4,message,,rules/src/layout_reorder.rs:45:20,rev1_db4e77a634829c9928a28cc9a9e7b841080a3d04d6bae99d70abed2b15cb8389
Layout & Reorder,User-facing product copy in the Reactant sample.,Layout & Reorder,translated,,,tx1_mjkyija65lqeu6e7z6ez7kuh44,row1_akduyxudc7u6olmpnr6i7jqnne,message,,rules/src/layout_reorder.rs:52:20,rev1_809924f7d1615e1c24feff41c5a80fe310d0315bb490c4f92e0f10e6cfc87087
TOGGLE GEOMETRY,User-facing product copy in the Reactant sample.,TOGGLE GEOMETRY,translated,,,tx1_v4wzbow5i77i2lthkzywhawt3u,row1_xywy6v57hx4emdkabcvcq5jk4i,message,,rules/src/layout_reorder.rs:63:25,rev1_b619d1b0719128be8861e32d3566ce61b7695495f5ca84e37dda509783f7341e
SHARED HANDOFF,User-facing product copy in the Reactant sample.,SHARED HANDOFF,translated,,,tx1_blcnwboiprfeozt6ewudg5npki,row1_5qi5p6pwbzprtorudmlbp2dp6u,message,,rules/src/layout_reorder.rs:72:25,rev1_5daca10734750d29c0384a3cc80d6a5e75ae4ad16ad61343b106716b36a9e1c6
REORDER,User-facing product copy in the Reactant sample.,REORDER,translated,,,tx1_anseybzgy2od6p3qkzvjgtj64i,row1_e33pplvmljzy7fy54b3xc2rpjm,message,,rules/src/layout_reorder.rs:81:25,rev1_ee3ab94c42a19e1cf515ff51fba76308eab0546e361d70e0deeddda58b71a6d0
POP ITEM,User-facing product copy in the Reactant sample.,POP ITEM,translated,,,tx1_ao4spuj6wyk6waap7b5zsqmfri,row1_oyvg4yiv4oua3de7iwv4c45sha,message,,rules/src/layout_reorder.rs:90:25,rev1_e8c7deb00a65d6c6fe979f9e4033c64bfa7531a745cdecc1d0140273388add94
GENERAL,User-facing product copy in the Reactant sample.,GENERAL,translated,,,tx1_fclyvctog36irxrvebwkzp3why,row1_n3ntqdlk6j3jobzcnskdbojtme,message,,rules/src/layout_reorder.rs:162:17,rev1_c6c7713ea335c1192bb7ce1e426a5bd36760ceafc6f40ba5e5cd82c33ed40c56
AUDIO,User-facing product copy in the Reactant sample.,AUDIO,translated,,,tx1_itrn2awwo7cxwaeoche6hzzchq,row1_474o3hwuzls2qbe6dyazbe2woq,message,,rules/src/layout_reorder.rs:167:17,rev1_daf609be11f6e731433d9af782f82dc78eed619d37f108b8379cb756f883be4b
RELEASE PROFILING,User-facing product copy in the Reactant sample.,RELEASE PROFILING,translated,,,tx1_i6w45jdhpalxd3yn6pj5m4gxzu,row1_wuyei6d33idup7ptcn7tjjii5q,message,,rules/src/motion_performance.rs:83:20,rev1_39fea343c9519f92b274baebda5b13971c6e490c4ca348562eae0b466fc11819
Motion Performance,User-facing product copy in the Reactant sample.,Motion Performance,translated,,,tx1_awrq3de2fct36wv6bxxxvjq6rm,row1_iphp7z7zc4ekxr47bhs3s43pe4,message,,rules/src/motion_performance.rs:90:20,rev1_87e15193da0291f652f1858dfcd4bcd768c810ef57315c71e50159b8c2f37bb3
R,User-facing product copy in the Reactant sample.,R,translated,,,tx1_zshlinluhtd5nid73ujxikkkdm,row1_b3eyqwq77terl6yyikk5jcwdni,message,,rules/src/navigation.rs:24:51,rev1_f9c88dc085a3f7d1b4ce558b0a51e770ef3ebe1122731ae13651cb9b06c67eed
VALUES & TIME,User-facing product copy in the Reactant sample.,VALUES & TIME,translated,,,tx1_pc3ejnqd2mnffu4zbhkqd43kvu,row1_2bmgdurpuyoznu5aoqcfu2cr6q,message,,rules/src/navigation.rs:65:13,rev1_3e9f596fd67ab435a7647937e6c6c9188a372178461b43b6417c0dc1ba6fe56a
REACTANT,User-facing product copy in the Reactant sample.,REACTANT,translated,,,tx1_2v5skxvhsj5hn7rcvnz6hyc5z4,row1_au6vnpq2s5fcto2k4l4xmht724,message,,rules/src/navigation.rs:70:13,rev1_0cf73a875d248a75c08c07a65b9a0abd6e5338e03e66c0071dcaf8a216561ec2
PHYSICAL GENERATORS,User-facing product copy in the Reactant sample.,PHYSICAL GENERATORS,translated,,,tx1_ehvsyw4wd6aqtfahqnwbcyfl7e,row1_kontoseb3wrezrfwm5vx46nydy,message,,rules/src/physical_motion.rs:133:20,rev1_ed9f51784588f41b980053964b4b117ab5d0b6250380cbe28f2699a210c1f572
Physical Motion,User-facing product copy in the Reactant sample.,Physical Motion,translated,,,tx1_c7yisdqhxqtkgniq2d3hhs2p6u,row1_mo7kcvdpjhra3hn4g2qtcxn6fm,message,,rules/src/physical_motion.rs:140:20,rev1_8e9b876a6753c414c9f843b8f8400ceaa952eed35989c927118453bdf20d3c23
CHECKPOINTS  0 ms  ━  120 ms  ━  320 ms  ━  900 ms,User-facing product copy in the Reactant sample.,CHECKPOINTS  0 ms  ━  120 ms  ━  320 ms  ━  900 ms,translated,,,tx1_cewhuu53hcmpstrpsbxbyyuv2u,row1_g6e46bpoxfwv6o7k7zgo35vczq,message,,rules/src/physical_motion.rs:172:20,rev1_fc787171090e1367d491640c7babcffde4735984d20073eef3aa135f7e55f647
RETENTION & TERMINAL ORDERING,User-facing product copy in the Reactant sample.,RETENTION & TERMINAL ORDERING,translated,,,tx1_oiqnati4xdbbmmp3godwvcwr7q,row1_aq5rz64ekk6umjshj7cqgxsi4m,message,,rules/src/presence_lifecycle.rs:160:20,rev1_79239cc682e69c2458a44276ffd047e925ed586855ae3b6d28cf1cb34b54d455
Presence & Lifecycle,User-facing product copy in the Reactant sample.,Presence & Lifecycle,translated,,,tx1_qo62oft6zohnhz24nchvq6hclm,row1_ggn3i54qtoy6c5iqkmdvrfr3k4,message,,rules/src/presence_lifecycle.rs:167:20,rev1_895ff05ac55fa34b10bc1795e27785c2b98d3dee5a3fdb9bc7f489498f45b9d3
COUNTER +1,User-facing product copy in the Reactant sample.,COUNTER +1,translated,,,tx1_fezzk3jwpirfwylsdfz3s5rk34,row1_xwzuzp2qpdsqgu5g5ion4idhwy,message,,rules/src/presence_lifecycle.rs:312:21,rev1_dfbbea258ccdbe9a1c93ab55ace72012a3bcde30a0756781ba490b16af6cecb5
REFS & GEOMETRY,User-facing product copy in the Reactant sample.,REFS & GEOMETRY,translated,,,tx1_ydfuwpfr63oqvbe7iqa5puzvoi,row1_n3cw3wq25nzn4zjnyu4je37oca,message,,rules/src/refs_geometry.rs:59:51,rev1_4095ac076fe2ab659a01b454581d5b83c9009a6f740780aa0ba2e8a47e47add4
Measure committed hosts,User-facing product copy in the Reactant sample.,Measure committed hosts,translated,,,tx1_ux3a3m5acjeoaavc2plebsy6lq,row1_weju66ysu5mayuikspknfmhlfu,message,,rules/src/refs_geometry.rs:66:51,rev1_8d5077f0ba80c842500d0d28edecdb719f453f3aba126b50868f44f8824e2f4e
RESOURCES & BOUNDARIES,User-facing product copy in the Reactant sample.,RESOURCES & BOUNDARIES,translated,,,tx1_q5tny7ccsabcdc5u74w7a2zvvi,row1_egw5kvm75fgpfucenrqvwapsne,message,,rules/src/resources_boundaries.rs:50:47,rev1_2cac7409f962760c547cedc072961d19be16d25ae74fa8a50571c2f8d017c66a
Recover without losing control,User-facing product copy in the Reactant sample.,Recover without losing control,translated,,,tx1_dg2tofqlr75tt7wijzebue7boq,row1_6u3a5pjsyj52h7jwgf7gjopgam,message,,rules/src/resources_boundaries.rs:57:47,rev1_ebd4997bbad964f820c9b414a90eef5ce93584891f84f24bb3e5a4cf76a748c8
RESOURCE PENDING,User-facing product copy in the Reactant sample.,RESOURCE PENDING,translated,,,tx1_lauapfvukbd7nnxvyvn44kp3im,row1_lst652qrm756rrwim5rwradrum,message,,rules/src/resources_boundaries.rs:74:57,rev1_7eaced7b18f6f593a40ef2a365eb066ace02d563a5da52e369eb6fc25a1e0220
RESOURCE READY,User-facing product copy in the Reactant sample.,RESOURCE READY,translated,,,tx1_jn2byfpsalgqj5mpeb3rgrqxba,row1_raeqczuwbctcr2ptl676q2fbta,message,,rules/src/resources_boundaries.rs:131:49,rev1_1b2b13e79916429ee9b2e9748acd8d79809a4610d95ff55bf127e5b227d78fa1
BOUNDARY READY,User-facing product copy in the Reactant sample.,BOUNDARY READY,translated,,,tx1_3ezygth5zlyrv6n4xib6hb7nhu,row1_af7tmwrd5t7wpvmkjvvn75z52a,message,,rules/src/resources_boundaries.rs:162:49,rev1_f1e126f223bd2743c9a0838b336b2d928c8facee5db9a7a942201cd758f45725
ERROR CAUGHT,User-facing product copy in the Reactant sample.,ERROR CAUGHT,translated,,,tx1_jyb6eizqzsbnjyfwcu6ax5tc7y,row1_4t4rihpsymv6wweqnh7omktfae,message,,rules/src/resources_boundaries.rs:189:47,rev1_2d419c08f53715a93dd21e3fb37ee7db0f3025e3e202975b2871379e5604f2f5
State follows identity,User-facing product copy in the Reactant sample.,State follows identity,translated,,,tx1_vc2c2yoa5s36xvvbfui4y7472q,row1_lhjzneijdn2rapwip2sqocaeda,message,,rules/src/state_identity.rs:65:47,rev1_e8862b77a6dba4108df96701a9641fc84b71872bc6bf28a5dbbfd3d0e5187baa
CSS-STYLE MOTION,User-facing product copy in the Reactant sample.,CSS-STYLE MOTION,translated,,,tx1_zswngd2ulnjas77rdatqmvmzcy,row1_b4cxcd7hfbke24vmxenjuy7l24,message,,rules/src/styles_decorations.rs:46:20,rev1_e71c70324ee51067b82132aac27759d5356b698f2050f67a59322f4e8ed52f30
Styles & Decorations,User-facing product copy in the Reactant sample.,Styles & Decorations,translated,,,tx1_ar74l7445l4rrnbe7i52jmiru4,row1_pjleji6d2yr6xjb67agprgdv3q,message,,rules/src/styles_decorations.rs:53:20,rev1_fbc7a24877dcf6df73db603e59ff3bf3a9250b937e320c1f180115a188e526d4
HOLD / FOCUS / PRESS,User-facing product copy in the Reactant sample.,HOLD / FOCUS / PRESS,translated,,,tx1_jv5xvwbfhqguol5cjz5bmcympq,row1_uo3kz4u3uay55yslh7mbfttqba,message,,rules/src/styles_decorations.rs:118:17,rev1_7af66a14c7ea08e71dcc5ee640d7d6f0e6e9f7264afa4a564b4b49aea53c819b
BURST SAFE INPUT,User-facing product copy in the Reactant sample.,BURST SAFE INPUT,translated,,,tx1_ehnpis74iw2twj7pztbdtqokky,row1_u5nbhctsbnpckfgfi2uq2cyjlq,message,,rules/src/styles_decorations.rs:244:17,rev1_ffef42371f38235ccd80e18ae4ae0ae0f1a4edd738a61d0d08f7a1f8a6cb09c8
UNITY-LOCAL VALUES · EXPLICIT CHECKPOINTS,User-facing product copy in the Reactant sample.,UNITY-LOCAL VALUES · EXPLICIT CHECKPOINTS,translated,,,tx1_br2wokmpvkcmmhwvhm6xm52sym,row1_7hatldjisaz55mvuwmqeoxtob4,message,,rules/src/values_time_controls.rs:131:20,rev1_2ef92174e7d9afdc8b4b38c2473dc91f3473375a8b71d1a2efae4614d383e0b9
"Values, Time & Controls",User-facing product copy in the Reactant sample.,"Values, Time & Controls",translated,,,tx1_46ge6hzxjc6erllgcyreafjk6m,row1_rlamwoy4df3bs7wy5u4wrjjmby,message,,rules/src/values_time_controls.rs:138:20,rev1_9765725f87927cc14998e297a4a8df491b7706e7200beb6846bc02391094453c
TYPED CONTROLS,User-facing product copy in the Reactant sample.,TYPED CONTROLS,translated,,,tx1_oapeh7pf74rjljhdrshtu4qp2i,row1_qsn45n3zuvmhh5deihlrfvtlvu,message,,rules/src/values_time_controls.rs:262:28,rev1_2e6664219a096ec44291f9a9132484fcca3167aef39051ae417c5123741870d9
LOGICAL VARIANT PROPAGATION,User-facing product copy in the Reactant sample.,LOGICAL VARIANT PROPAGATION,translated,,,tx1_botl3v7ruqrwsplos5mmeoedsy,row1_g3hmocep2golvxlxypr6qccpru,message,,rules/src/variants_orchestration.rs:110:20,rev1_1c4aaa64df9a4d259a6a04b87fc2bad54e5e107d05d8e525458efcff26bf3d68
Variants & Orchestration,User-facing product copy in the Reactant sample.,Variants & Orchestration,translated,,,tx1_qtv25hxpr34fjmzuekxzyhdyva,row1_ufg2snipoeaks3x6ew7o5obuqu,message,,rules/src/variants_orchestration.rs:117:20,rev1_c0d68484158c75847b5e1ca9fc26dc9ef3c00bfcca90911108260f9b989dad7c
"PARENT  ·  ordered [route, custom, orchestration]",User-facing product copy in the Reactant sample.,"PARENT  ·  ordered [route, custom, orchestration]",translated,,,tx1_qkrpc6qtkjuyyhhn5g6ha5kora,row1_iu5fpotxmrmwoy4oobo75iscby,message,,rules/src/variants_orchestration.rs:150:24,rev1_182ee33075590e23b8d96c1ae2a0a58e8795ccdb10fab5190a3d7099a064f423
